1,1.088075305,1.089406147,3.919419920,3.811106981,2,0,1
1,1.127456570,1.114372251,1.273686758,1.263366179,2,0,0
1,1.123225440,1.108263847,1.239614350,1.262829764,2,0,0
1,1.106439014,1.107087282,1.270207756,1.224305117,2,0,0
1,1.136252627,1.095809092,1.128779269,1.126061642,2,0,1
1,1.105666354,1.119277324,1.125015894,1.137852697,1,0,0
1,1.138130047,1.097032541,2.015504321,2.047864094,2,0,1
1,1.087532217,1.060608465,1.235097660,1.251965068,2,0,0
1,1.096014122,1.116269281,1.252219275,1.262760743,2,0,0
1,1.113158487,1.144548993,1.241017917,1.229684930,2,0,0
1,1.121913847,1.087075099,1.115259825,1.098520306,1,0,0
1,1.068419737,1.085406056,1.187319260,1.183485266,2,0,0
1,1.095550032,1.097265095,2.752632585,2.757294743,2,0,1
1,1.087150049,1.104049740,1.232285351,1.215028430,2,0,0
1,1.102560020,1.125345675,1.118175761,1.103788006,2,0,1
1,1.127316717,1.082417271,1.088981633,1.084795565,1,0,0
1,1.072545548,1.066224382,1.215940727,1.205285558,2,0,0
1,1.100118648,1.112012775,1.220727035,1.255052747,2,0,0
1,1.130672943,1.105578991,1.185453981,1.228506574,2,0,0
1,1.115078189,1.117552389,1.112910211,1.088930561,1,0,0
1,1.089830136,1.090367398,1.113317553,1.093538977,2,0,1
1,1.089710674,1.125327565,1.252126403,1.255768634,2,0,0
1,1.147706838,1.111264404,1.248983096,1.279703227,2,0,0
1,1.078495189,1.099215015,1.109425100,1.073730882,1,0,0
1,1.092180975,1.089344740,1.253205175,1.228912036,2,0,0
1,1.087817748,1.123498075,1.116020888,1.130887760,1,0,0
1,1.119486608,1.081039614,1.228028524,1.227530284,2,0,0
1,1.086569859,1.098356976,1.086881002,1.080015709,1,0,0
1,1.128844833,1.114538458,1.238567943,1.256124011,2,0,0
1,1.093974120,1.106690984,1.250456720,1.256403492,2,0,0
1,1.104824239,1.071458158,1.117259060,1.084686774,1,0,0
1,1.074940821,1.073775937,1.098446637,1.102204331,1,0,0
1,1.106059186,1.077754708,1.183585300,1.150209423,2,0,1
1,1.083452928,1.062332802,1.117812029,1.072545607,1,0,0
1,1.110564076,1.098807794,1.242298575,1.202261063,2,0,0
1,1.144611824,1.109927924,1.250943678,1.247501783,2,0,0
1,1.117019347,1.095866895,1.275145112,1.277161538,2,0,0
1,1.090964673,1.086247154,1.100681478,1.067221039,1,0,0
1,1.129972875,1.116887239,1.249897185,1.221863535,2,0,0
1,1.079230379,1.098943185,1.174925183,1.199555697,3,0,1
1,1.077358656,1.082532893,1.108056701,1.082932599,1,0,0
1,1.083049368,1.100755294,1.163310977,1.187567079,1,0,0
1,1.191286607,1.132755191,1.173293682,1.175494413,1,0,0
1,1.156603777,1.123563962,1.294376082,1.287230111,2,0,0
1,1.120582879,1.121448793,1.993253064,1.952879888,2,0,1
1,1.132599967,1.156362697,1.157569921,1.121997905,1,0,0
1,1.110595191,1.121779971,1.127568421,1.123608358,2,0,1
1,1.130509925,1.141100733,1.765944745,1.738296061,2,0,1
1,1.145666634,1.169845325,1.344396523,1.361025573,3,0,1
1,1.165345688,1.145666168,4.044064902,3.982137726,2,0,1
1,1.142188675,1.136811475,1.272520277,1.274722350,2,0,0
2,1.161756919,1.165904821,1.956161502,1.957554578,2,2,1
2,1.188204161,1.177796974,1.928411095,1.930082103,3,2,1
2,1.191517467,1.115675711,14.882603581,14.449130715,4,2,3
2,1.134710819,1.125108247,1.264583699,1.266421379,2,0,0
2,1.121243184,1.142390830,1.149211877,1.157348152,1,0,0
2,1.155704632,1.144955704,1.407326889,1.380172880,3,0,0
2,1.154673477,1.153035707,1.282548645,1.259806151,2,0,0
2,1.185619695,1.141967046,1.199278339,1.144801451,1,0,0
2,1.144886001,1.153863611,1.177423299,1.159179589,1,0,0
2,1.217792399,1.151191625,1.197652599,1.177120167,1,0,0
2,1.167363753,1.139270429,1.332706407,1.311752352,3,2,1
2,1.145622114,1.141917144,1.150125569,1.155625368,2,0,1
2,1.141763733,1.163909824,1.250129135,1.264665154,2,0,0
2,1.138172592,1.139894522,1.371706139,1.370827764,3,0,0
2,1.160629585,1.175987639,1.162337474,1.145209280,1,0,0
2,1.220867665,1.214390109,6.841389650,6.619199134,3,2,1
2,1.186728358,1.141899062,2.066398596,2.073424584,4,4,3
2,1.172915841,1.137967091,1.186100543,1.140397454,2,0,1
2,1.137591368,1.127815005,1.329254416,1.308779914,3,2,1
2,1.122174614,1.135633287,1.270386524,1.291867002,2,0,0
2,1.115215296,1.160377603,1.159006915,1.121601231,1,0,0
2,1.198082918,1.140683625,1.399777381,1.381487241,3,0,0
2,1.203976370,1.150943701,1.290540024,1.271938293,2,0,0
2,1.147046420,1.107413133,1.161444959,1.119203527,2,0,1
2,1.192953430,1.145624562,1.327008023,1.340123474,3,0,1
2,1.171585774,1.173535454,1.331950380,1.328251610,2,0,0
2,1.172436669,1.145790513,1.454499760,1.409533554,3,4,2
2,1.175118183,1.151356963,1.325621125,1.300370617,2,0,0
2,1.185944612,1.188455706,1.203324097,1.205551249,5,4,4
2,1.193837075,1.165007788,1.211272290,1.166156754,2,0,1
2,1.129523963,1.138453083,1.290376663,1.260080807,2,0,0
2,1.182215492,1.186180873,2.532995074,2.356815872,4,2,2
2,1.128678449,1.129651635,1.289279467,1.257393392,3,2,1
