25,1.155443703,1.126130106,,,17,8,0
25,1.148525037,1.138391889,2.092350456,1.933464502,13,7,0
25,1.130219024,1.160068240,1.994611432,1.941059632,13,9,0
25,1.109765277,1.182655331,2.133751135,2.092071395,17,5,0
25,1.129887807,1.134627535,2.106435615,2.094385663,16,9,0
25,1.139132716,1.173980466,2.138404354,2.066904089,18,7,0
25,1.130748314,1.144711642,,,19,8,0
25,1.155534028,1.142029186,1.885679977,1.858186130,13,3,0
25,1.157442584,1.165132720,2.182251324,2.134527450,17,7,0
25,1.168531822,1.132339476,1.954054237,1.937721422,13,5,0
25,1.199417173,1.138076503,2.081785274,1.997239614,14,8,0
25,1.162524117,1.123724296,2.052097364,1.930763091,13,11,0
25,1.154187289,1.125389697,2.156655184,2.113801667,17,6,0
25,1.197646892,1.104678708,2.054422946,1.992861525,15,6,0
25,1.147597405,1.133933531,1.890261639,1.827769708,12,3,0
25,1.133773501,1.187445674,2.023984657,1.964511283,13,9,0
25,1.162053952,1.164877151,2.173921658,2.121805539,16,8,0
25,1.148521176,1.168430993,2.122550510,2.140440840,17,6,0
25,1.141370387,1.180041061,2.075713008,2.077894981,17,5,0
25,1.127261816,1.189645182,2.133685766,2.108918977,19,3,0
25,1.144309034,1.177995169,2.171502274,2.123925297,17,5,0
25,1.123617193,1.191898858,2.026282178,2.001817498,15,5,0
25,1.137686166,1.182882678,2.079382305,2.078471575,17,1,0
25,1.147435844,1.129384282,2.105252542,2.064284179,15,5,0
25,1.160489928,1.131358637,2.040312579,1.990543169,14,9,0
25,1.159802666,1.163502073,1.829389815,1.800245213,11,5,0
25,1.166002540,1.110444701,2.089028812,2.076074586,16,7,0
25,1.169475276,1.106910477,2.077761294,2.023636996,15,5,0
25,1.179087015,1.136091076,2.207267476,2.132287461,19,10,0
25,1.192819408,1.106540132,2.096228225,2.069313240,17,4,0
25,1.159549700,1.121141870,2.148682646,2.082507490,18,7,0
25,1.176137522,1.131179932,2.052806323,2.026164713,16,4,0
25,1.177237436,1.099619120,2.092451874,2.012070605,15,6,0
25,1.150595247,1.126775123,2.055179326,1.971162227,15,4,0
25,1.133685688,1.168367125,2.011565713,1.936856294,15,8,0
25,1.124637381,1.165123868,2.001620488,1.978516409,15,5,0
25,1.119493861,1.167674575,2.025318035,2.003781436,14,4,0
25,1.195861861,1.158807419,1.805323325,1.834450355,12,4,0
25,1.224473620,1.121747138,1.947141793,1.890523091,14,1,0
25,1.139666152,1.133257356,2.066456088,2.007822638,15,7,0
25,1.157775897,1.129506505,2.118725640,2.082667636,16,7,0
25,1.109578408,1.163888785,2.084762119,1.978776771,15,4,0
25,1.143327999,1.168231483,2.171389053,2.114546686,17,6,0
25,1.135532117,1.149499338,2.072675814,2.043215764,15,6,0
25,1.136071634,1.160957946,2.163510160,2.128251569,17,5,0
25,1.127304605,1.145754578,2.051793101,1.997981726,15,9,0
25,1.124089120,1.157068197,2.012520794,1.982914909,15,4,0
25,1.100547511,1.157125466,1.977234504,1.932669828,13,4,0
25,1.139419583,1.201115748,2.232511201,2.225593853,19,11,0
25,1.138701003,1.184129915,2.000492037,1.951973741,14,6,0
25,1.124973270,1.194820626,,,16,9,0
50,1.195777535,1.181282917,2.850230918,2.751060533,30,14,0
50,1.181681855,1.146451927,2.615480120,2.460501710,27,11,0
50,1.198563429,1.129706108,2.766684943,2.684917244,28,18,0
50,1.203040956,1.112469688,2.819754240,2.695970566,30,19,0
50,1.204768079,1.148959325,2.689347221,2.630097785,30,11,0
50,1.147956420,1.118329526,2.513639204,2.491301158,26,8,0
50,1.149452909,1.155148143,2.768786041,2.637148786,26,15,0
50,1.170960875,1.195879479,2.623132913,2.540975321,29,11,0
50,1.144166252,1.164183877,2.683484964,2.619195896,30,9,0
50,1.183413733,1.138713092,2.743861533,2.654501909,30,13,0
50,1.195087619,1.133502947,2.758947138,2.672666770,29,12,0
